"year","code","city","age_class","male","female","total"
1921,"049","Livorno","10-14",5412,5387,10799
1921,"049","Livorno","15-19",5344,5161,10505
1921,"049","Livorno","20-24",6532,5045,11577
1921,"049","Livorno","25-29",4234,4799,9033
1921,"049","Livorno","30-34",4193,4395,8588
1921,"049","Livorno","35-39",3809,4079,7888
1921,"049","Livorno","40-44",3393,3571,6964
1921,"049","Livorno","45-49",3101,3288,6389
1921,"049","Livorno","50-54",2529,2837,5366
1921,"049","Livorno","55-59",2572,2878,5450
1921,"049","Livorno","60-64",2074,2465,4539
1921,"049","Livorno","65-69",1480,1799,3279
1921,"049","Livorno","70-74",1180,1509,2689
1921,"049","Livorno","75-79",616,797,1413
1921,"049","Livorno","80-84",240,383,623
1921,"049","Livorno","85+",93,147,240
1921,"058","Roma","0",7299,6990,14289
1921,"058","Roma","1-4",19545,19188,38733
1921,"058","Roma","5-9",28690,28198,56888
1921,"058","Roma","10-14",29471,29361,58832
1921,"058","Roma","15-19",33437,29396,62833
1921,"058","Roma","20-24",45890,32573,78463
1921,"058","Roma","25-29",32387,31982,64369
1921,"058","Roma","30-34",28715,30056,58771
1921,"058","Roma","35-39",24025,25632,49657
1921,"058","Roma","40-44",20145,20861,41006
1921,"058","Roma","45-49",17663,18470,36133
1921,"058","Roma","50-54",15820,16508,32328
1921,"058","Roma","55-59",14978,14829,29807
1921,"058","Roma","60-64",12253,12407,24660
1921,"058","Roma","65-69",8245,8693,16938
1921,"058","Roma","70-74",5168,6055,11223
1921,"058","Roma","75-79",2753,3233,5986
1921,"058","Roma","80-84",1041,1470,2511
1921,"058","Roma","85+",359,627,986
1921,"063","Napoli","0",8363,7852,16215
1921,"063","Napoli","1-4",22505,23255,45760
1921,"063","Napoli","5-9",34175,32774,66949
1921,"063","Napoli","10-14",35003,34433,69436
1921,"063","Napoli","15-19",34927,34596,69523
1921,"063","Napoli","20-24",38220,37602,75822
1921,"063","Napoli","25-29",30656,35000,65656
1921,"063","Napoli","30-34",28623,32117,60740
1921,"063","Napoli","35-39",23809,27138,50947
1921,"063","Napoli","40-44",21803,25039,46842
1921,"063","Napoli","45-49",20819,23915,44734
1921,"063","Napoli","50-54",19266,20690,39956
1921,"063","Napoli","55-59",16515,18272,34787
1921,"063","Napoli","60-64",14203,16381,30584
1921,"063","Napoli","65-69",9991,11083,21074
1921,"063","Napoli","70-74",6767,8634,15401
1921,"063","Napoli","75-79",3628,4203,7831
1921,"063","Napoli","80-84",1460,2065,3525
1921,"063","Napoli","85+",494,837,1331
1921,"072","Bari","0",1959,1847,3806
1921,"072","Bari","1-4",4797,4580,9377
1921,"072","Bari","5-9",5853,5475,11328
1921,"072","Bari","10-14",6025,5726,11751
1921,"072","Bari","15-19",5741,5595,11336
1921,"072","Bari","20-24",6712,5435,12147
1921,"072","Bari","25-29",4096,4569,8665
1921,"072","Bari","30-34",3966,4210,8176
1921,"072","Bari","35-39",3182,3618,6800
1921,"072","Bari","40-44",2791,2907,5698
1921,"072","Bari","45-49",2457,2410,4867
1921,"072","Bari","50-54",2197,2223,4420
1921,"072","Bari","55-59",1872,1776,3648
1921,"072","Bari","60-64",1656,1746,3402
1921,"072","Bari","65-69",1077,1135,2212
1921,"072","Bari","70-74",784,861,1645
1921,"072","Bari","75-79",447,483,930
1921,"072","Bari","80-84",217,260,477
1921,"072","Bari","85+",87,138,225
1921,"082","Palermo","0",6066,5879,11945
1921,"082","Palermo","1-4",15818,15424,31242
1921,"082","Palermo","5-9",23238,23437,46675
1921,"082","Palermo","10-14",22580,21743,44323
1921,"082","Palermo","15-19",19507,19909,39416
1921,"082","Palermo","20-24",17507,17511,35018
1921,"082","Palermo","25-29",13214,15392,28606
1921,"082","Palermo","30-34",12594,14985,27579
1921,"082","Palermo","35-39",11037,13831,24868
1921,"082","Palermo","40-44",10227,11665,21892
1921,"082","Palermo","45-49",8769,9814,18583
1921,"082","Palermo","50-54",7452,8337,15789
1921,"082","Palermo","55-59",6301,7056,13357
1921,"082","Palermo","60-64",5513,6733,12246
1921,"082","Palermo","65-69",4164,4556,8720
1921,"082","Palermo","70-74",2748,3553,6301
1921,"082","Palermo","75-79",1487,1892,3379
1921,"082","Palermo","80-84",631,948,1579
1921,"082","Palermo","85+",187,325,512
1921,"083","Messina","0",2248,2064,4312
1921,"083","Messina","1-4",6307,5922,12229
1921,"083","Messina","5-9",10044,9440,19484
1921,"083","Messina","10-14",9664,9137,18801
1921,"083","Messina","15-19",7637,7567,15204
1921,"083","Messina","20-24",7761,7568,15329
1921,"083","Messina","25-29",6396,7345,13741
1921,"083","Messina","30-34",6389,6954,13343
1921,"083","Messina","35-39",5325,5748,11073
1921,"083","Messina","40-44",4596,4857,9453
1921,"083","Messina","45-49",4425,4336,8761
1921,"083","Messina","50-54",3737,3675,7412
1921,"083","Messina","55-59",3396,3261,6657
1921,"083","Messina","60-64",3107,3071,6178
1921,"083","Messina","65-69",2273,2144,4417
1921,"083","Messina","70-74",1837,1806,3643
1921,"083","Messina","75-79",976,842,1818
1921,"083","Messina","80-84",526,578,1104
1921,"083","Messina","85+",246,264,510
1921,"087","Catania","0",3229,3069,6298
1921,"087","Catania","1-4",9570,9146,18716
1921,"087","Catania","5-9",14004,12669,26673
1921,"087","Catania","10-14",14505,12843,27348
1921,"087","Catania","15-19",12468,11341,23809
1921,"087","Catania","20-24",10195,11334,21529
1921,"087","Catania","25-29",8739,10089,18828
1921,"087","Catania","30-34",9364,10227,19591
1921,"087","Catania","35-39",8142,8852,16994
1921,"087","Catania","40-44",8167,8442,16609
1921,"087","Catania","45-49",6813,6440,13253
1921,"087","Catania","50-54",5653,5445,11098
1921,"087","Catania","55-59",4105,4288,8393
1921,"087","Catania","60-64",4301,4218,8519
1921,"087","Catania","65-69",2655,2811,5466
1921,"087","Catania","70-74",2111,1999,4110
1921,"087","Catania","75-79",975,975,1950
1921,"087","Catania","80-84",373,545,918
1921,"087","Catania","85+",109,207,316
1931,"001","Torino","0",3915,3719,7634
1931,"001","Torino","1-4",13723,12862,26585
1931,"001","Torino","5-9",17087,16363,33450
1931,"001","Torino","10-14",13302,13362,26664
1931,"001","Torino","15-19",22078,24164,46242
1931,"001","Torino","20-24",38156,30197,68353
1931,"001","Torino","25-29",27956,30751,58707
1931,"001","Torino","30-34",27066,31028,58094
1931,"001","Torino","35-39",24440,28449,52889
1931,"001","Torino","40-44",23245,26695,49940
1931,"001","Torino","45-49",19794,22381,42175
1931,"001","Torino","50-54",16074,18505,34579
1931,"001","Torino","55-59",12654,15608,28262
1931,"001","Torino","60-64",9789,12642,22431
1931,"001","Torino","65-69",7646,10240,17886
1931,"001","Torino","70-74",5213,7282,12495
1931,"001","Torino","75-79",2796,4255,7051
1931,"001","Torino","80-84",1057,1835,2892
1931,"001","Torino","85+",285,638,923
1931,"010","Genova","0",4370,4347,8717
1931,"010","Genova","1-4",16241,15987,32228
1931,"010","Genova","5-9",21593,21171,42764
1931,"010","Genova","10-14",17931,18115,36046
1931,"010","Genova","15-19",25231,27471,52702
1931,"010","Genova","20-24",26818,30188,57006
1931,"010","Genova","25-29",27890,29001,56891
1931,"010","Genova","30-34",26382,28562,54944
1931,"010","Genova","35-39",24194,26671,50865
1931,"010","Genova","40-44",22799,24620,47419
1931,"010","Genova","45-49",20358,20725,41083
1931,"010","Genova","50-54",17254,17623,34877
1931,"010","Genova","55-59",13866,14404,28270
1931,"010","Genova","60-64",10966,11882,22848
1931,"010","Genova","65-69",8503,9679,18182
1931,"010","Genova","70-74",5334,6654,11988
1931,"010","Genova","75-79",3013,3922,6935
1931,"010","Genova","80-84",1172,1709,2881
1931,"010","Genova","85+",369,764,1133
1931,"015","Milano","0",7027,6773,13800
1931,"015","Milano","1-4",24050,23403,47453
1931,"015","Milano","5-9",31059,30703,61762
1931,"015","Milano","10-14",26147,26230,52377
1931,"015","Milano","15-19",42224,48668,90892
1931,"015","Milano","20-24",50708,55526,106234
1931,"015","Milano","25-29",48924,52130,101054
1931,"015","Milano","30-34",45493,49630,95123
1931,"015","Milano","35-39",40801,44640,85441
1931,"015","Milano","40-44",37904,41457,79361
1931,"015","Milano","45-49",33264,35164,68428
1931,"015","Milano","50-54",28179,29074,57253
1931,"015","Milano","55-59",20591,22678,43269
1931,"015","Milano","60-64",15108,18372,33480
1931,"015","Milano","65-69",11108,14168,25276
1931,"015","Milano","70-74",6914,9871,16785
1931,"015","Milano","75-79",3562,5655,9217
1931,"015","Milano","80-84",1231,2491,3722
1931,"015","Milano","85+",286,715,1001
1931,"027","Venezia","0",2590,2405,4995
1931,"027","Venezia","1-4",9545,9331,18876
1931,"027","Venezia","5-9",12568,12465,25033
1931,"027","Venezia","10-14",9760,9812,19572
1931,"027","Venezia","15-19",12601,13116,25717
1931,"027","Venezia","20-24",15331,12623,27954
1931,"027","Venezia","25-29",10602,10924,21526
1931,"027","Venezia","30-34",9638,10415,20053
1931,"027","Venezia","35-39",8798,9474,18272
1931,"027","Venezia","40-44",7797,8396,16193
1931,"027","Venezia","45-49",6678,7316,13994
1931,"027","Venezia","50-54",5469,6211,11680
1931,"027","Venezia","55-59",4644,5525,10169
1931,"027","Venezia","60-64",3761,5003,8764
1931,"027","Venezia","65-69",3052,4325,7377
1931,"027","Venezia","70-74",1972,3044,5016
1931,"027","Venezia","75-79",1044,1933,2977
1931,"027","Venezia","80-84",419,957,1376
1931,"027","Venezia","85+",150,426,576
1931,"037","Bologna","0",1500,1428,2928
1931,"037","Bologna","1-4",5825,5658,11483
1931,"037","Bologna","5-9",8704,8572,17276
1931,"037","Bologna","10-14",7631,7573,15204
1931,"037","Bologna","15-19",10861,12133,22994
1931,"037","Bologna","20-24",16174,12345,28519
1931,"037","Bologna","25-29",9372,11178,20550
1931,"037","Bologna","30-34",9142,11096,20238
1931,"037","Bologna","35-39",8796,10717,19513
1931,"037","Bologna","40-44",8308,9901,18209
1931,"037","Bologna","45-49",7160,8432,15592
1931,"037","Bologna","50-54",5922,7039,12961
1931,"037","Bologna","55-59",4970,5971,10941
1931,"037","Bologna","60-64",4311,5568,9879
1931,"037","Bologna","65-69",3762,4935,8697
1931,"037","Bologna","70-74",2445,3461,5906
1931,"037","Bologna","75-79",1212,2014,3226
1931,"037","Bologna","80-84",552,1069,1621
1931,"037","Bologna","85+",157,356,513
1931,"048","Firenze","0",1977,1964,3941
1931,"048","Firenze","1-4",7434,7320,14754
1931,"048","Firenze","5-9",11065,10557,21622
1931,"048","Firenze","10-14",9039,8765,17804
1931,"048","Firenze","15-19",12415,14592,27007
1931,"048","Firenze","20-24",17866,15997,33863
1931,"048","Firenze","25-29",12802,14345,27147
1931,"048","Firenze","30-34",11665,14163,25828
1931,"048","Firenze","35-39",10905,13704,24609
1931,"048","Firenze","40-44",10551,13047,23598
1931,"048","Firenze","45-49",9586,11575,21161
1931,"048","Firenze","50-54",8212,10070,18282
1931,"048","Firenze","55-59",7262,8895,16157
1931,"048","Firenze","60-64",5920,7642,13562
1931,"048","Firenze","65-69",5150,6409,11559
1931,"048","Firenze","70-74",3336,4499,7835
1931,"048","Firenze","75-79",1745,2712,4457
1931,"048","Firenze","80-84",820,1424,2244
1931,"048","Firenze","85+",248,485,733
1931,"049","Livorno","0",1025,1052,2077
1931,"049","Livorno","1-4",3855,3702,7557
1931,"049","Livorno","5-9",5421,5320,10741
1931,"049","Livorno","10-14",4609,4460,9069
1931,"049","Livorno","15-19",5600,5551,11151
1931,"049","Livorno","20-24",8343,5770,14113
1931,"049","Livorno","25-29",4811,5130,9941
1931,"049","Livorno","30-34",4398,4908,9306
1931,"049","Livorno","35-39",3991,4636,8627
1931,"049","Livorno","40-44",3938,4173,8111
1931,"049","Livorno","45-49",3424,3773,7197
1931,"049","Livorno","50-54",3035,3294,6329
1931,"049","Livorno","55-59",2546,2915,5461
1931,"049","Livorno","60-64",2139,2524,4663
1931,"049","Livorno","65-69",1867,2332,4199
1931,"049","Livorno","70-74",1230,1722,2952
1931,"049","Livorno","75-79",660,1009,1669
1931,"049","Livorno","80-84",324,577,901
1931,"049","Livorno","85+",102,174,276
1931,"058","Roma","0",10734,10489,21223
1931,"058","Roma","1-4",36707,35778,72485
1931,"058","Roma","5-9",44548,43586,88134
1931,"058","Roma","10-14",31882,32359,64241
1931,"058","Roma","15-19",46790,47743,94533
1931,"058","Roma","20-24",69393,50847,120240
1931,"058","Roma","25-29",50338,46667,97005
1931,"058","Roma","30-34",43897,44254,88151
1931,"058","Roma","35-39",36469,39189,75658
1931,"058","Roma","40-44",31747,34399,66146
1931,"058","Roma","45-49",26167,28479,54646
1931,"058","Roma","50-54",20751,22552,43303
1931,"058","Roma","55-59",16804,18941,35745
1931,"058","Roma","60-64",13676,16509,30185
1931,"058","Roma","65-69",11218,13402,24620
1931,"058","Roma","70-74",7430,9326,16756
1931,"058","Roma","75-79",3771,5170,8941
1931,"058","Roma","80-84",1509,2439,3948
1931,"058","Roma","85+",512,937,1449
1931,"063","Napoli","0",10741,10541,21282
1931,"063","Napoli","1-4",36324,35355,71679
1931,"063","Napoli","5-9",42696,42070,84766
1931,"063","Napoli","10-14",34201,33594,67795
1931,"063","Napoli","15-19",38537,39609,78146
1931,"063","Napoli","20-24",40345,37526,77871
1931,"063","Napoli","25-29",30464,33739,64203
1931,"063","Napoli","30-34",28016,33295,61311
1931,"063","Napoli","35-39",24921,29863,54784
1931,"063","Napoli","40-44",23653,28675,52328
1931,"063","Napoli","45-49",19650,24014,43664
1931,"063","Napoli","50-54",17557,21286,38843
1931,"063","Napoli","55-59",15629,18636,34265
1931,"063","Napoli","60-64",13059,16207,29266
