compartimento,year,sex,age_group,age_lo,ax,mx,qx,lx,dx,Lx,Tx,ex
MARCHE,1901,M,20_24,20,2.5,0.006095,0.030016,70668.8,2121.2,348041.1,3194048.2,45.2
MARCHE,1901,M,25_29,25,2.5,0.006211,0.030578,68547.6,2096.0,337497.9,2846007.1,41.52
MARCHE,1901,M,30_34,30,2.5,0.005815,0.028659,66451.6,1904.4,327496.7,2508509.2,37.75
MARCHE,1901,M,35_39,35,2.5,0.006036,0.029733,64547.1,1919.2,317937.7,2181012.5,33.79
MARCHE,1901,M,40_44,40,2.5,0.007365,0.036161,62627.9,2264.7,307477.9,1863074.8,29.75
MARCHE,1901,M,45_49,45,2.5,0.008561,0.041906,60363.2,2529.6,295492.2,1555596.9,25.77
MARCHE,1901,M,50_54,50,2.5,0.011996,0.058234,57833.6,3367.9,280748.4,1260104.8,21.79
MARCHE,1901,M,55_59,55,2.5,0.017834,0.085363,54465.7,4649.3,260705.4,979356.3,17.98
MARCHE,1901,M,60_64,60,2.5,0.026059,0.122325,49816.4,6093.8,233847.6,718650.9,14.43
MARCHE,1901,M,65_69,65,2.5,0.04229,0.19123,43722.6,8361.1,197710.4,484803.4,11.09
MARCHE,1901,M,70_74,70,2.5,0.075293,0.316828,35361.5,11203.5,148798.8,287093.0,8.12
MARCHE,1901,M,75_79,75,2.5,0.136101,0.507745,24158.0,12266.1,90124.7,138294.2,5.72
MARCHE,1901,M,80_84,80,2.5,0.216918,0.703232,11891.9,8362.8,38552.6,48169.5,4.05
MARCHE,1901,M,85plus,85,2.725,0.366972,1.0,3529.1,3529.1,9616.9,9616.9,2.73
MARCHE,1901,F,0,0,0.3141,0.177409,0.158163,100000.0,15816.3,89151.7,4671289.9,46.71
MARCHE,1901,F,1_4,1,1.5,0.0326,0.120572,84183.7,10150.2,311359.2,4582138.1,54.43
MARCHE,1901,F,5_9,5,2.5,0.004022,0.019908,74033.5,1473.9,366482.7,4270779.0,57.69
MARCHE,1901,F,10_14,10,2.5,0.002594,0.012886,72559.6,935.0,360460.5,3904296.2,53.81
MARCHE,1901,F,15_19,15,2.5,0.003436,0.017033,71624.6,1220.0,355073.1,3543835.7,49.48
MARCHE,1901,F,20_24,20,2.5,0.004822,0.023823,70404.6,1677.2,347830.1,3188762.7,45.29
MARCHE,1901,F,25_29,25,2.5,0.00635,0.031254,68727.4,2148.0,338266.9,2840932.6,41.34
MARCHE,1901,F,30_34,30,2.5,0.006477,0.031869,66579.4,2121.8,327592.3,2502665.7,37.59
MARCHE,1901,F,35_39,35,2.5,0.007393,0.036295,64457.5,2339.5,316439.0,2175073.4,33.74
MARCHE,1901,F,40_44,40,2.5,0.007716,0.037852,62118.1,2351.3,304712.1,1858634.4,29.92
MARCHE,1901,F,45_49,45,2.5,0.008116,0.039775,59766.8,2377.2,292890.7,1553922.3,26.0
MARCHE,1901,F,50_54,50,2.5,0.009585,0.046804,57389.5,2686.1,280232.4,1261031.6,21.97
MARCHE,1901,F,55_59,55,2.5,0.014013,0.067694,54703.4,3703.1,264259.4,980799.2,17.93
MARCHE,1901,F,60_64,60,2.5,0.02583,0.121315,51000.3,6187.1,239533.9,716539.8,14.05
MARCHE,1901,F,65_69,65,2.5,0.047346,0.211674,44813.2,9485.8,200351.7,477005.8,10.64
MARCHE,1901,F,70_74,70,2.5,0.08424,0.347926,35327.5,12291.3,145908.9,276654.1,7.83
MARCHE,1901,F,75_79,75,2.5,0.144047,0.529538,23036.1,12198.5,84684.3,130745.2,5.68
MARCHE,1901,F,80_84,80,2.5,0.21561,0.700476,10837.6,7591.5,35209.4,46060.9,4.25
MARCHE,1901,F,85plus,85,3.3429,0.299142,1.0,3246.1,3246.1,10851.5,10851.5,3.34
PIEMONTE,1901,T,0,0,0.3058,0.158393,0.142702,100000.0,14270.2,90094.2,4705938.3,47.06
PIEMONTE,1901,T,1_4,1,1.5,0.022407,0.084873,85729.8,7276.1,324728.7,4615844.1,53.84
PIEMONTE,1901,T,5_9,5,2.5,0.004786,0.023647,78453.6,1855.2,387630.3,4291115.3,54.7
PIEMONTE,1901,T,10_14,10,2.5,0.002957,0.014674,76598.5,1124.0,380182.2,3903485.0,50.96
PIEMONTE,1901,T,15_19,15,2.5,0.005013,0.024754,75474.4,1868.3,372701.3,3523302.9,46.68
PIEMONTE,1901,T,20_24,20,2.5,0.006689,0.032894,73606.1,2421.2,361977.6,3150601.5,42.8
