compartimento,year,sex,age_group,age_lo,age_hi,count,unit,source,notes
Puglie,1890,M,nato 1864-65,25,26,2624,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Puglie,1890,M,nato 1862-63,27,28,2069,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Puglie,1890,M,nato 1860-61,29,30,1298,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Puglie,1890,M,nato 1855-59,31,35,1611,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Puglie,1890,M,nato 1850-54,36,40,690,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Puglie,1890,M,nato 1845-49,41,45,410,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Puglie,1890,M,nato 1840-44,46,50,290,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Puglie,1890,M,nato 1835-39,51,55,211,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Puglie,1890,M,nato 1830-34,56,60,159,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Puglie,1890,M,nato 1825-29,61,65,101,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Puglie,1890,M,nato prima del 1825,65,,115,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Puglie,1890,M,ignota,,,23,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Basilicata,1890,M,nato 1872 e dopo,0,18,47,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Basilicata,1890,M,nato 1870-71,19,20,208,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Basilicata,1890,M,nato 1868-69,21,22,548,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Basilicata,1890,M,nato 1866-67,23,24,846,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Basilicata,1890,M,nato 1864-65,25,26,847,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Basilicata,1890,M,nato 1862-63,27,28,446,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Basilicata,1890,M,nato 1860-61,29,30,268,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Basilicata,1890,M,nato 1855-59,31,35,403,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Basilicata,1890,M,nato 1850-54,36,40,179,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Basilicata,1890,M,nato 1845-49,41,45,142,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Basilicata,1890,M,nato 1840-44,46,50,105,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Basilicata,1890,M,nato 1835-39,51,55,87,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Basilicata,1890,M,nato 1830-34,56,60,60,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Basilicata,1890,M,nato 1825-29,61,65,42,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Basilicata,1890,M,nato prima del 1825,65,,53,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Basilicata,1890,M,ignota,,,11,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Calabrie,1890,M,nato 1872 e dopo,0,18,110,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Calabrie,1890,M,nato 1870-71,19,20,490,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Calabrie,1890,M,nato 1868-69,21,22,888,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Calabrie,1890,M,nato 1866-67,23,24,1798,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Calabrie,1890,M,nato 1864-65,25,26,2078,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Calabrie,1890,M,nato 1862-63,27,28,1287,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Calabrie,1890,M,nato 1860-61,29,30,943,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Calabrie,1890,M,nato 1855-59,31,35,1242,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Calabrie,1890,M,nato 1850-54,36,40,685,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Calabrie,1890,M,nato 1845-49,41,45,402,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Calabrie,1890,M,nato 1840-44,46,50,282,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Calabrie,1890,M,nato 1835-39,51,55,206,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Calabrie,1890,M,nato 1830-34,56,60,131,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Calabrie,1890,M,nato 1825-29,61,65,77,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Calabrie,1890,M,nato prima del 1825,65,,80,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Calabrie,1890,M,ignota,,,67,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Sicilia,1890,M,nato 1872 e dopo,0,18,107,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Sicilia,1890,M,nato 1870-71,19,20,546,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Sicilia,1890,M,nato 1868-69,21,22,1352,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Sicilia,1890,M,nato 1866-67,23,24,3105,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Sicilia,1890,M,nato 1864-65,25,26,4628,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Sicilia,1890,M,nato 1862-63,27,28,3793,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Sicilia,1890,M,nato 1860-61,29,30,2492,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Sicilia,1890,M,nato 1855-59,31,35,3177,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Sicilia,1890,M,nato 1850-54,36,40,1524,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Sicilia,1890,M,nato 1845-49,41,45,883,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Sicilia,1890,M,nato 1840-44,46,50,595,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Sicilia,1890,M,nato 1835-39,51,55,397,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Sicilia,1890,M,nato 1830-34,56,60,258,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Sicilia,1890,M,nato 1825-29,61,65,174,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Sicilia,1890,M,nato prima del 1825,65,,227,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Sicilia,1890,M,ignota,,,93,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Sardegna,1890,M,nato 1872 e dopo,0,18,7,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Sardegna,1890,M,nato 1870-71,19,20,50,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Sardegna,1890,M,nato 1868-69,21,22,150,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Sardegna,1890,M,nato 1866-67,23,24,470,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Sardegna,1890,M,nato 1864-65,25,26,751,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Sardegna,1890,M,nato 1862-63,27,28,738,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Sardegna,1890,M,nato 1860-61,29,30,650,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Sardegna,1890,M,nato 1855-59,31,35,1148,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Sardegna,1890,M,nato 1850-54,36,40,565,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Sardegna,1890,M,nato 1845-49,41,45,322,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Sardegna,1890,M,nato 1840-44,46,50,224,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Sardegna,1890,M,nato 1835-39,51,55,122,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Sardegna,1890,M,nato 1830-34,56,60,76,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Sardegna,1890,M,nato 1825-29,61,65,44,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Sardegna,1890,M,nato prima del 1825,65,,45,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Sardegna,1890,M,ignota,,,74,effettive,"ED_1892 Anno 1890, TAVOLA III C (RIASSUNTO per compartimenti, per anno di nascita)",
Piemonte,1894,M,sotto 18,0,18,22,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Piemonte,1894,M,18-20,18,20,205,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Piemonte,1894,M,20-25,20,25,6061,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Piemonte,1894,M,25-30,25,30,9011,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Piemonte,1894,M,30-35,30,35,3628,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Piemonte,1894,M,35-40,35,40,1720,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Piemonte,1894,M,40-45,40,45,929,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Piemonte,1894,M,45-50,45,50,537,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Piemonte,1894,M,50-55,50,55,373,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Piemonte,1894,M,55-60,55,60,227,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Piemonte,1894,M,60-65,60,65,169,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Piemonte,1894,M,65-70,65,70,97,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Piemonte,1894,M,70+,70,,62,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Piemonte,1894,M,ignota,,,158,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Liguria,1894,M,sotto 18,0,18,16,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Liguria,1894,M,18-20,18,20,78,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Liguria,1894,M,20-25,20,25,1344,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Liguria,1894,M,25-30,25,30,2603,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Liguria,1894,M,30-35,30,35,1168,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Liguria,1894,M,35-40,35,40,586,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Liguria,1894,M,40-45,40,45,275,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Liguria,1894,M,45-50,45,50,199,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Liguria,1894,M,50-55,50,55,102,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Liguria,1894,M,55-60,55,60,96,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Liguria,1894,M,60-65,60,65,33,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Liguria,1894,M,65-70,65,70,31,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Liguria,1894,M,70+,70,,21,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Liguria,1894,M,ignota,,,21,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Lombardia,1894,M,sotto 18,0,18,32,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Lombardia,1894,M,18-20,18,20,81,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Lombardia,1894,M,20-25,20,25,6994,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Lombardia,1894,M,25-30,25,30,12591,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Lombardia,1894,M,30-35,30,35,4332,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Lombardia,1894,M,35-40,35,40,1892,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Lombardia,1894,M,40-45,40,45,921,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Lombardia,1894,M,45-50,45,50,553,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Lombardia,1894,M,50-55,50,55,367,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Lombardia,1894,M,55-60,55,60,217,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Lombardia,1894,M,60-65,60,65,143,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Lombardia,1894,M,65-70,65,70,73,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Lombardia,1894,M,70+,70,,45,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Lombardia,1894,M,ignota,,,74,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Veneto,1894,M,sotto 18,0,18,10,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Veneto,1894,M,18-20,18,20,94,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Veneto,1894,M,20-25,20,25,4976,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Veneto,1894,M,25-30,25,30,9769,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Veneto,1894,M,30-35,30,35,3571,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Veneto,1894,M,35-40,35,40,1488,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Veneto,1894,M,40-45,40,45,762,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Veneto,1894,M,45-50,45,50,430,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Veneto,1894,M,50-55,50,55,270,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Veneto,1894,M,55-60,55,60,187,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Veneto,1894,M,60-65,60,65,98,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Veneto,1894,M,65-70,65,70,46,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Veneto,1894,M,70+,70,,38,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Veneto,1894,M,ignota,,,114,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Emilia,1894,M,sotto 18,0,18,12,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Emilia,1894,M,18-20,18,20,108,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Emilia,1894,M,20-25,20,25,3339,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Emilia,1894,M,25-30,25,30,6983,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Emilia,1894,M,30-35,30,35,3394,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Emilia,1894,M,35-40,35,40,1522,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Emilia,1894,M,40-45,40,45,932,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Emilia,1894,M,45-50,45,50,627,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Emilia,1894,M,50-55,50,55,365,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Emilia,1894,M,55-60,55,60,227,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Emilia,1894,M,60-65,60,65,125,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Emilia,1894,M,65-70,65,70,102,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Emilia,1894,M,70+,70,,47,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Emilia,1894,M,ignota,,,66,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Toscana,1894,M,sotto 18,0,18,16,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Toscana,1894,M,18-20,18,20,214,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Toscana,1894,M,20-25,20,25,4118,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Toscana,1894,M,25-30,25,30,7629,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Toscana,1894,M,30-35,30,35,3083,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Toscana,1894,M,35-40,35,40,1288,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Toscana,1894,M,40-45,40,45,773,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Toscana,1894,M,45-50,45,50,552,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Toscana,1894,M,50-55,50,55,295,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Toscana,1894,M,55-60,55,60,185,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Toscana,1894,M,60-65,60,65,137,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Toscana,1894,M,65-70,65,70,85,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Toscana,1894,M,70+,70,,37,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Toscana,1894,M,ignota,,,47,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Marche,1894,M,sotto 18,0,18,9,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Marche,1894,M,18-20,18,20,38,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Marche,1894,M,20-25,20,25,1260,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Marche,1894,M,25-30,25,30,3427,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Marche,1894,M,30-35,30,35,1679,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Marche,1894,M,35-40,35,40,703,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Marche,1894,M,40-45,40,45,372,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Marche,1894,M,45-50,45,50,285,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Marche,1894,M,50-55,50,55,182,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
Marche,1894,M,55-60,55,60,103,effettive,"TO00191232 Anno 1894, TAVOLA IX/X (RIASSUNTO per compartimenti)",
