province,year,marriages,COD_PROV,DEN_PROV,source,validated
Caltanissetta,1880,2197,85,Caltanissetta,TAVOLA_VI_1881,OK
Campobasso,1880,2915,70,Campobasso,TAVOLA_VI_1881,OK
Caserta,1880,5118,61,Caserta,TAVOLA_VI_1881,OK
Catania,1880,4036,87,Catania,TAVOLA_VI_1881,OK
Catanzaro,1880,2837,79,Catanzaro,TAVOLA_VI_1881,OK
Chieti,1880,2652,69,Chieti,TAVOLA_VI_1881,OK
Como,1880,3629,13,Como,TAVOLA_VI_1881,OK
Cosenza,1880,3325,78,Cosenza,TAVOLA_VI_1881,NOREF
Cremona,1880,2099,19,Cremona,TAVOLA_VI_1881,OK
Cuneo,1880,4628,4,Cuneo,TAVOLA_VI_1881,OK
Ferrara,1880,1133,38,Ferrara,TAVOLA_VI_1881,OK
Firenze,1880,5256,48,Firenze,TAVOLA_VI_1881,OK
Foggia,1880,3091,71,Foggia,TAVOLA_VI_1881,OK
Forlì,1880,1878,40,Forlì,TAVOLA_VI_1881,OK
Genova,1880,4903,10,Genova,TAVOLA_VI_1881,OK
Girgenti,1880,2279,84,Girgenti,TAVOLA_VI_1881,OK
Grosseto,1880,792,53,Grosseto,TAVOLA_VI_1881,OK
Lecce,1880,3864,75,Lecce,TAVOLA_VI_1881,OK
Livorno,1880,886,49,Livorno,TAVOLA_VI_1881,OK
Lucca,1880,1865,46,Lucca,TAVOLA_VI_1881,OK
Macerata,1880,1690,43,Macerata,TAVOLA_VI_1881,OK
Mantova,1880,1918,20,Mantova,TAVOLA_VI_1881,OK
Massa e Carrara,1880,1086,45,Massa e Carrara,TAVOLA_VI_1881,OK
Messina,1880,2584,83,Messina,TAVOLA_VI_1881,OK
Milano,1880,8132,15,Milano,TAVOLA_VI_1881,OK
Modena,1880,1926,36,Modena,TAVOLA_VI_1881,OK
Napoli,1880,7560,63,Napoli,TAVOLA_VI_1881,OK
Novara,1880,4785,3,Novara,TAVOLA_VI_1881,OK
Padova,1880,2163,28,Padova,TAVOLA_VI_1881,OK
Palermo,1880,4801,82,Palermo,TAVOLA_VI_1881,OK
Parma,1880,1810,34,Parma,TAVOLA_VI_1881,OK
Pavia,1880,3498,18,Pavia,TAVOLA_VI_1881,OK
Perugia,1880,3193,54,Umbria,TAVOLA_VI_1881,OK
Pesaro e Urbino,1880,1564,41,Pesaro e Urbino,TAVOLA_VI_1881,OK
Piacenza,1880,1630,33,Piacenza,TAVOLA_VI_1881,OK
Pisa,1880,1891,50,Pisa,TAVOLA_VI_1881,OK
Porto Maurizio,1880,951,8,Porto Maurizio,TAVOLA_VI_1881,OK
Potenza,1880,4556,76,Potenza,TAVOLA_VI_1881,OK
Ravenna,1880,1466,39,Ravenna,TAVOLA_VI_1881,OK
Reggio di Calabria,1880,2383,80,Reggio di Calabria,TAVOLA_VI_1881,OK
Reggio nell' Emilia,1880,1668,35,Reggio nell'Emilia,TAVOLA_VI_1881,OK
Roma *,1880,5134,58,Roma,TAVOLA_VI_1881,OK
Rovigo,1880,1288,29,Rovigo,TAVOLA_VI_1881,OK
Salerno,1880,4062,65,Salerno,TAVOLA_VI_1881,OK
Sassari,1880,2042,90,Sassari,TAVOLA_VI_1881,OK
Siena,1880,1273,52,Siena,TAVOLA_VI_1881,OK
Siracusa,1880,2340,89,Siracusa,TAVOLA_VI_1881,OK
Sondrio,1880,713,14,Sondrio,TAVOLA_VI_1881,OK
Teramo,1880,1862,67,Teramo,TAVOLA_VI_1881,OK
Torino,1880,7085,1,Torino,TAVOLA_VI_1881,OK
Trapani,1880,2178,81,Trapani,TAVOLA_VI_1881,NOREF
Treviso,1880,2021,26,Treviso,TAVOLA_VI_1881,OK
Udine,1880,2948,30,Udine,TAVOLA_VI_1881,OK
Venezia,1880,2187,27,Venezia,TAVOLA_VI_1881,OK
Verona,1880,2626,23,Verona,TAVOLA_VI_1881,OK
Vicenza,1880,2364,24,Vicenza,TAVOLA_VI_1881,OK
Alessandria,1881,6531,6,Alessandria,TAVOLA_VI_1881,OK
Ancona,1881,2174,42,Ancona,TAVOLA_VI_1881,OK
Aquila degli Abruzzi,1881,3107,66,Aquila degli Abruzzi,TAVOLA_VI_1881,OK
Arezzo,1881,1809,51,Arezzo,TAVOLA_VI_1881,OK
Ascoli Piceno,1881,1610,44,Ascoli Piceno,TAVOLA_VI_1881,OK
Aveilino,1881,4070,64,Avellino,TAVOLA_VI_1881,OK
Bari delle Puglie,1881,6987,72,Bari delle Puglie,TAVOLA_VI_1881,OK
Belluno,1881,1094,25,Belluno,TAVOLA_VI_1881,OK
Benevento,1881,2519,62,Benevento,TAVOLA_VI_1881,OK
Bergamo,1881,2782,16,Bergamo,TAVOLA_VI_1881,OK
Bologna,1881,3068,37,Bologna,TAVOLA_VI_1881,OK
Brescia,1881,3403,17,Brescia,TAVOLA_VI_1881,OK
Cagliari,1881,3006,92,Cagliari,TAVOLA_VI_1881,OK
Caltanissetta,1881,2385,85,Caltanissetta,TAVOLA_VI_1881,OK
Campobasso,1881,4068,70,Campobasso,TAVOLA_VI_1881,OK
Caserta,1881,6387,61,Caserta,TAVOLA_VI_1881,NOREF
Catania,1881,4726,87,Catania,TAVOLA_VI_1881,OK
Catanzaro,1881,3902,79,Catanzaro,TAVOLA_VI_1881,OK
Chieti,1881,3454,69,Chieti,TAVOLA_VI_1881,OK
Como,1881,3791,13,Como,TAVOLA_VI_1881,OK
Cosenza,1881,4251,78,Cosenza,TAVOLA_VI_1881,OK
Cremona,1881,2208,19,Cremona,TAVOLA_VI_1881,OK
Cuneo,1881,4923,4,Cuneo,TAVOLA_VI_1881,OK
Ferrara,1881,1253,38,Ferrara,TAVOLA_VI_1881,OK
Firenze,1881,6218,48,Firenze,TAVOLA_VI_1881,OK
Foggia,1881,3946,71,Foggia,TAVOLA_VI_1881,OK
Forlì,1881,1624,40,Forlì,TAVOLA_VI_1881,OK
Genova,1881,5390,10,Genova,TAVOLA_VI_1881,OK
Girgenti,1881,3106,84,Girgenti,TAVOLA_VI_1881,OK
Grosseto,1881,877,53,Grosseto,TAVOLA_VI_1881,OK
Lecce,1881,5269,75,Lecce,TAVOLA_VI_1881,OK
Livorno,1881,961,49,Livorno,TAVOLA_VI_1881,OK
Lucca,1881,2130,46,Lucca,TAVOLA_VI_1881,OK
Macerata,1881,1928,43,Macerata,TAVOLA_VI_1881,OK
Mantova,1881,2088,20,Mantova,TAVOLA_VI_1881,OK
Massa e Carrara,1881,1132,45,Massa e Carrara,TAVOLA_VI_1881,OK
Messina,1881,3688,83,Messina,TAVOLA_VI_1881,OK
Milano,1881,8928,15,Milano,TAVOLA_VI_1881,OK
Modena,1881,2112,36,Modena,TAVOLA_VI_1881,OK
Napoli,1881,8453,63,Napoli,TAVOLA_VI_1881,OK
Novara,1881,4919,3,Novara,TAVOLA_VI_1881,OK
Padova,1881,2440,28,Padova,TAVOLA_VI_1881,OK
Palermo,1881,6395,82,Palermo,TAVOLA_VI_1881,OK
Parma,1881,1925,34,Parma,TAVOLA_VI_1881,OK
Pavia,1881,3866,18,Pavia,TAVOLA_VI_1881,OK
Perugia,1881,4169,54,Umbria,TAVOLA_VI_1881,OK
Pesaro e Urbino,1881,1761,41,Pesaro e Urbino,TAVOLA_VI_1881,OK
Piacenza,1881,1904,33,Piacenza,TAVOLA_VI_1881,OK
Pisa,1881,2179,50,Pisa,TAVOLA_VI_1881,OK
Porto Maurizio,1881,943,8,Porto Maurizio,TAVOLA_VI_1881,OK
Potenza,1881,5436,76,Potenza,TAVOLA_VI_1881,OK
Ravenna,1881,1341,39,Ravenna,TAVOLA_VI_1881,OK
Reggio di Calabria,1881,3344,80,Reggio di Calabria,TAVOLA_VI_1881,OK
Reggio nell' Emilia,1881,1718,35,Reggio nell'Emilia,TAVOLA_VI_1881,OK
Roma *,1881,7016,58,Roma,TAVOLA_VI_1881,OK
Rovigo,1881,1356,29,Rovigo,TAVOLA_VI_1881,OK
Salerno,1881,4658,65,Salerno,TAVOLA_VI_1881,OK
Sassari,1881,1987,90,Sassari,TAVOLA_VI_1881,OK
Siena,1881,1749,52,Siena,TAVOLA_VI_1881,OK
Siracusa,1881,3008,89,Siracusa,TAVOLA_VI_1881,OK
Sondrio,1881,663,14,Sondrio,TAVOLA_VI_1881,NOREF
Teramo,1881,2476,67,Teramo,TAVOLA_VI_1881,OK
Torino,1881,7242,1,Torino,TAVOLA_VI_1881,OK
Trapani,1881,2780,81,Trapani,TAVOLA_VI_1881,OK
Treviso,1881,2481,26,Treviso,TAVOLA_VI_1881,OK
Udine,1881,3192,30,Udine,TAVOLA_VI_1881,OK
Venezia,1881,2469,27,Venezia,TAVOLA_VI_1881,OK
Verona,1881,2763,23,Verona,TAVOLA_VI_1881,OK
Vicenza,1881,2605,24,Vicenza,TAVOLA_VI_1881,OK
Alessandria,1901,6241,6,Alessandria,TAVOLA_I_1901,
Ancona,1901,2204,42,Ancona,TAVOLA_I_1901,
Aquila degli Abruzzi,1901,3389,66,Aquila degli Abruzzi,TAVOLA_I_1901,
Arezzo,1901,1884,51,Arezzo,TAVOLA_I_1901,
Ascoli Piceno,1901,1586,44,Ascoli Piceno,TAVOLA_I_1901,
Avellino,1901,2877,64,Avellino,TAVOLA_I_1901,
Bari delle Puglie,1901,5129,72,Bari delle Puglie,TAVOLA_I_1901,
Belluno,1901,1685,25,Belluno,TAVOLA_I_1901,
Benevento,1901,1783,62,Benevento,TAVOLA_I_1901,
Bergamo,1901,3510,16,Bergamo,TAVOLA_I_1901,
Bologna,1901,3713,37,Bologna,TAVOLA_I_1901,
Brescia,1901,3824,17,Brescia,TAVOLA_I_1901,
Cagliari,1901,3585,92,Cagliari,TAVOLA_I_1901,
Caltanissetta,1901,2806,85,Caltanissetta,TAVOLA_I_1901,
Campobasso,1901,3076,70,Campobasso,TAVOLA_I_1901,
Caserta,1901,5668,61,Caserta,TAVOLA_I_1901,
Catania,1901,5300,87,Catania,TAVOLA_I_1901,
Catanzaro,1901,3381,79,Catanzaro,TAVOLA_I_1901,
Chieti,1901,2874,69,Chieti,TAVOLA_I_1901,
Como,1901,4649,13,Como,TAVOLA_I_1901,
Cosenza,1901,3476,78,Cosenza,TAVOLA_I_1901,
Cremona,1901,2334,19,Cremona,TAVOLA_I_1901,
Cuneo,1901,4880,4,Cuneo,TAVOLA_I_1901,
Ferrara,1901,2297,38,Ferrara,TAVOLA_I_1901,
Firenze,1901,6829,48,Firenze,TAVOLA_I_1901,
Foggia,1901,2979,71,Foggia,TAVOLA_I_1901,
Forlì,1901,2335,40,Forlì,TAVOLA_I_1901,
Genova,1901,6039,10,Genova,TAVOLA_I_1901,
Girgenti,1901,3226,84,Girgenti,TAVOLA_I_1901,
Grosseto,1901,957,53,Grosseto,TAVOLA_I_1901,
Lecce,1901,3837,75,Lecce,TAVOLA_I_1901,
Livorno,1901,882,49,Livorno,TAVOLA_I_1901,
Lucca,1901,2318,46,Lucca,TAVOLA_I_1901,
Macerata,1901,1815,43,Macerata,TAVOLA_I_1901,
Mantova,1901,2340,20,Mantova,TAVOLA_I_1901,
Massa e Carrara,1901,1599,45,Massa e Carrara,TAVOLA_I_1901,
Messina,1901,3620,83,Messina,TAVOLA_I_1901,
Milano,1901,11276,15,Milano,TAVOLA_I_1901,
Modena,1901,2306,36,Modena,TAVOLA_I_1901,
Napoli,1901,7660,63,Napoli,TAVOLA_I_1901,
Novara,1901,5698,3,Novara,TAVOLA_I_1901,
Padova,1901,2994,28,Padova,TAVOLA_I_1901,
Palermo,1901,5878,82,Palermo,TAVOLA_I_1901,
Parma,1901,2082,34,Parma,TAVOLA_I_1901,
Pavia,1901,3769,18,Pavia,TAVOLA_I_1901,
Perugia,1901,4685,54,Umbria,TAVOLA_I_1901,
Pesaro e Urbino,1901,1772,41,Pesaro e Urbino,TAVOLA_I_1901,
Piacenza,1901,1768,33,Piacenza,TAVOLA_I_1901,
Pisa,1901,2449,50,Pisa,TAVOLA_I_1901,
Porto Maurizio,1901,968,8,Porto Maurizio,TAVOLA_I_1901,
Potenza,1901,3548,76,Potenza,TAVOLA_I_1901,
Ravenna,1901,1581,39,Ravenna,TAVOLA_I_1901,
Reggio di Calabria,1901,2983,80,Reggio di Calabria,TAVOLA_I_1901,
Reggio nell'Emilia,1901,2021,35,Reggio nell'Emilia,TAVOLA_I_1901,
Roma,1901,7932,58,Roma,TAVOLA_I_1901,
Rovigo,1901,1613,29,Rovigo,TAVOLA_I_1901,
Salerno,1901,4028,65,Salerno,TAVOLA_I_1901,
Sassari,1901,2091,90,Sassari,TAVOLA_I_1901,
Siena,1901,1604,52,Siena,TAVOLA_I_1901,
Siracusa,1901,3400,89,Siracusa,TAVOLA_I_1901,
Sondrio,1901,938,14,Sondrio,TAVOLA_I_1901,
Teramo,1901,2143,67,Teramo,TAVOLA_I_1901,
Torino,1901,7884,1,Torino,TAVOLA_I_1901,
Trapani,1901,2420,81,Trapani,TAVOLA_I_1901,
Treviso,1901,2985,26,Treviso,TAVOLA_I_1901,
Udine,1901,4625,30,Udine,TAVOLA_I_1901,
Venezia,1901,2640,27,Venezia,TAVOLA_I_1901,
Verona,1901,2953,23,Verona,TAVOLA_I_1901,
Vicenza,1901,3248,24,Vicenza,TAVOLA_I_1901,
Alessandria,1911,6133,6,Alessandria,TAVOLA_1911,
Ancona,1911,2597,42,Ancona,TAVOLA_1911,
Aquila degli Abruzzi,1911,3054,66,Aquila degli Abruzzi,TAVOLA_1911,
Arezzo,1911,2284,51,Arezzo,TAVOLA_1911,
Ascoli Piceno,1911,1818,44,Ascoli Piceno,TAVOLA_1911,
Avellino,1911,2926,64,Avellino,TAVOLA_1911,
Bari delle Puglie,1911,7260,72,Bari delle Puglie,TAVOLA_1911,
Belluno,1911,1548,25,Belluno,TAVOLA_1911,
Benevento,1911,1757,62,Benevento,TAVOLA_1911,
Bergamo,1911,3782,16,Bergamo,TAVOLA_1911,
Bologna,1911,4577,37,Bologna,TAVOLA_1911,
Brescia,1911,4224,17,Brescia,TAVOLA_1911,
Cagliari,1911,3645,92,Cagliari,TAVOLA_1911,
Caltanissetta,1911,2795,85,Caltanissetta,TAVOLA_1911,
Campobasso,1911,2703,70,Campobasso,TAVOLA_1911,
Caserta,1911,6058,61,Caserta,TAVOLA_1911,
Catania,1911,5691,87,Catania,TAVOLA_1911,
Catanzaro,1911,3442,79,Catanzaro,TAVOLA_1911,
Chieti,1911,2760,69,Chieti,TAVOLA_1911,
Como,1911,4622,13,Como,TAVOLA_1911,
Cosenza,1911,3336,78,Cosenza,TAVOLA_1911,
Cremona,1911,2487,19,Cremona,TAVOLA_1911,
Cuneo,1911,4484,4,Cuneo,TAVOLA_1911,
Ferrara,1911,2126,38,Ferrara,TAVOLA_1911,
Firenze,1911,7946,48,Firenze,TAVOLA_1911,
Foggia,1911,3429,71,Foggia,TAVOLA_1911,
Forlì,1911,2678,40,Forlì,TAVOLA_1911,
Genova,1911,6863,10,Genova,TAVOLA_1911,
Girgenti,1911,3224,84,Girgenti,TAVOLA_1911,
Grosseto,1911,1317,53,Grosseto,TAVOLA_1911,
Lecco,1911,6252,75,Lecce,TAVOLA_1911,
Livorno,1911,934,49,Livorno,TAVOLA_1911,
Lucca,1911,2393,46,Lucca,TAVOLA_1911,
Macerata,1911,2089,43,Macerata,TAVOLA_1911,
Mantova,1911,2556,20,Mantova,TAVOLA_1911,
Massa e Carrara,1911,1760,45,Massa e Carrara,TAVOLA_1911,
Messina,1911,4116,83,Messina,TAVOLA_1911,
Milano,1911,13085,15,Milano,TAVOLA_1911,
Modena,1911,2642,36,Modena,TAVOLA_1911,
Napoli,1911,9693,63,Napoli,TAVOLA_1911,
Novara,1911,5969,3,Novara,TAVOLA_1911,
Padova,1911,3649,28,Padova,TAVOLA_1911,
Palermo,1911,5817,82,Palermo,TAVOLA_1911,
Parma,1911,2388,34,Parma,TAVOLA_1911,
Pavia,1911,3646,18,Pavia,TAVOLA_1911,
Perugia,1911,5544,54,Umbria,TAVOLA_1911,
Pesaro e Urbino,1911,2158,41,Pesaro e Urbino,TAVOLA_1911,
Piacenza,1911,1739,33,Piacenza,TAVOLA_1911,
Pisa,1911,2582,50,Pisa,TAVOLA_1911,
Porto Maurizio,1911,983,8,Porto Maurizio,TAVOLA_1911,
Potenza,1911,3788,76,Potenza,TAVOLA_1911,
Ravenna,1911,1980,39,Ravenna,TAVOLA_1911,
Reggio di Calabria,1911,3498,80,Reggio di Calabria,TAVOLA_1911,
Reggio nell'Emilia,1911,2368,35,Reggio nell'Emilia,TAVOLA_1911,
Roma,1911,10316,58,Roma,TAVOLA_1911,
Rovigo,1911,2089,29,Rovigo,TAVOLA_1911,
Salerno,1911,3996,65,Salerno,TAVOLA_1911,
Sassari,1911,2250,90,Sassari,TAVOLA_1911,
Siena,1911,1913,52,Siena,TAVOLA_1911,
Siracusa,1911,3670,89,Siracusa,TAVOLA_1911,
Sondrio,1911,905,14,Sondrio,TAVOLA_1911,
Teramo,1911,2070,67,Teramo,TAVOLA_1911,
Torino,1911,8416,1,Torino,TAVOLA_1911,
Trapani,1911,2673,81,Trapani,TAVOLA_1911,
Treviso,1911,3454,26,Treviso,TAVOLA_1911,
Udine,1911,4991,30,Udine,TAVOLA_1911,
Venezia,1911,3447,27,Venezia,TAVOLA_1911,
Verona,1911,3255,23,Verona,TAVOLA_1911,
Vicenza,1911,3608,24,Vicenza,TAVOLA_1911,
Alessandria,1921,10472,6,Alessandria,TAVOLA_I_1921,
Ancona,1921,4091,42,Ancona,TAVOLA_I_1921,
Aquila degli Abruzzi,1921,4620,66,Aquila degli Abruzzi,TAVOLA_I_1921,
Arezzo,1921,3975,51,Arezzo,TAVOLA_I_1921,
Ascoli Piceno,1921,2995,44,Ascoli Piceno,TAVOLA_I_1921,
Avellino,1921,4883,64,Avellino,TAVOLA_I_1921,
Bari delle Puglie,1921,9847,72,Bari delle Puglie,TAVOLA_I_1921,
Belluno,1921,2992,25,Belluno,TAVOLA_I_1921,
Benevento,1921,3254,62,Benevento,TAVOLA_I_1921,
Bergamo,1921,7080,16,Bergamo,TAVOLA_I_1921,
Bologna,1921,7211,37,Bologna,TAVOLA_I_1921,
Brescia,1921,8022,17,Brescia,TAVOLA_I_1921,
Cagliari,1921,5192,92,Cagliari,TAVOLA_I_1921,
Caltanissetta,1921,3451,85,Caltanissetta,TAVOLA_I_1921,
Campobasso,1921,4158,70,Campobasso,TAVOLA_I_1921,
Caserta,1921,9325,61,Caserta,TAVOLA_I_1921,
Catania,1921,8454,87,Catania,TAVOLA_I_1921,
Catanzaro,1921,5982,79,Catanzaro,TAVOLA_I_1921,
Chieti,1921,4324,69,Chieti,TAVOLA_I_1921,
Como,1921,7850,13,Como,TAVOLA_I_1921,
Cosenza,1921,6959,78,Cosenza,TAVOLA_I_1921,
Cremona,1921,4433,19,Cremona,TAVOLA_I_1921,
Cuneo,1921,7697,4,Cuneo,TAVOLA_I_1921,
Ferrara,1921,3043,38,Ferrara,TAVOLA_I_1921,
Firenze,1921,12949,48,Firenze,TAVOLA_I_1921,
Foggia,1921,4925,71,Foggia,TAVOLA_I_1921,
Forlì,1921,3730,40,Forlì,TAVOLA_I_1921,
Genova,1921,12162,10,Genova,TAVOLA_I_1921,
Girgenti,1921,3940,84,Girgenti,TAVOLA_I_1921,
Grosseto,1921,2149,53,Grosseto,TAVOLA_I_1921,
Lecce,1921,9875,75,Lecce,TAVOLA_I_1921,
Livorno,1921,1395,49,Livorno,TAVOLA_I_1921,
Lucca,1921,4160,46,Lucca,TAVOLA_I_1921,
Macerata,1921,3348,43,Macerata,TAVOLA_I_1921,
Mantova,1921,4171,20,Mantova,TAVOLA_I_1921,
Massa e Carrara,1921,2892,45,Massa e Carrara,TAVOLA_I_1921,
Messina,1921,5844,83,Messina,TAVOLA_I_1921,
Milano,1921,22375,15,Milano,TAVOLA_I_1921,
Modena,1921,4413,36,Modena,TAVOLA_I_1921,
Napoli,1921,15010,63,Napoli,TAVOLA_I_1921,
Novara,1921,9755,3,Novara,TAVOLA_I_1921,
Padova,1921,6660,28,Padova,TAVOLA_I_1921,
Palermo,1921,8273,82,Palermo,TAVOLA_I_1921,
Parma,1921,4064,34,Parma,TAVOLA_I_1921,
Pavia,1921,6333,18,Pavia,TAVOLA_I_1921,
Perugia,1921,9571,54,Umbria,TAVOLA_I_1921,
Pesaro e Urbino,1921,3562,41,Pesaro e Urbino,TAVOLA_I_1921,
Piacenza,1921,2977,33,Piacenza,TAVOLA_I_1921,
Pisa,1921,4578,50,Pisa,TAVOLA_I_1921,
Porto Maurizio,1921,1545,8,Porto Maurizio,TAVOLA_I_1921,
Potenza,1921,5885,76,Potenza,TAVOLA_I_1921,
Ravenna,1921,2850,39,Ravenna,TAVOLA_I_1921,
Reggio di Calabria,1921,5208,80,Reggio di Calabria,TAVOLA_I_1921,
Reggio nell' Emilia,1921,3836,35,Reggio nell'Emilia,TAVOLA_I_1921,
Roma,1921,16941,58,Roma,TAVOLA_I_1921,
Rovigo,1921,2926,29,Rovigo,TAVOLA_I_1921,
Salerno,1921,7061,65,Salerno,TAVOLA_I_1921,
Sassari,1921,3366,90,Sassari,TAVOLA_I_1921,
Siena,1921,3607,52,Siena,TAVOLA_I_1921,
Siracusa,1921,5502,89,Siracusa,TAVOLA_I_1921,
Sondrio,1921,1474,14,Sondrio,TAVOLA_I_1921,
Teramo,1921,3500,67,Teramo,TAVOLA_I_1921,
Torino,1921,14647,1,Torino,TAVOLA_I_1921,
Trapani,1921,3799,81,Trapani,TAVOLA_I_1921,
Treviso,1921,7306,26,Treviso,TAVOLA_I_1921,
Udine,1921,8727,30,Udine,TAVOLA_I_1921,
Venezia,1921,5457,27,Venezia,TAVOLA_I_1921,
Verona,1921,6396,23,Verona,TAVOLA_I_1921,
Vicenza,1921,7178,24,Vicenza,TAVOLA_I_1921,
Agrigento,1931,2706,84,Girgenti,TAVOLA_1931,
Alessandria,1931,5581,6,Alessandria,TAVOLA_1931,
Ancona,1931,2586,42,Ancona,TAVOLA_1931,
Aosta,1931,1526,,,TAVOLA_1931,
Aquila degli Abruzzi,1931,2364,66,Aquila degli Abruzzi,TAVOLA_1931,
Arezzo,1931,2198,51,Arezzo,TAVOLA_1931,
Ascoli Piceno,1931,1997,44,Ascoli Piceno,TAVOLA_1931,
Avellino,1931,3042,64,Avellino,TAVOLA_1931,
Barl,1931,6874,72,Bari delle Puglie,TAVOLA_1931,
Belluno,1931,1532,25,Belluno,TAVOLA_1931,
Benevento,1931,2271,62,Benevento,TAVOLA_1931,
Bergamo,1931,3820,16,Bergamo,TAVOLA_1931,
Bologna,1931,4587,37,Bologna,TAVOLA_1931,
Bolzano,1931,1499,,,TAVOLA_1931,
Brescia,1931,4639,17,Brescia,TAVOLA_1931,
Brindisi,1931,1438,,,TAVOLA_1931,
Cagliari,1931,2816,92,Cagliari,TAVOLA_1931,
Caltanissetta,1931,1712,85,Caltanissetta,TAVOLA_1931,
Campobasso,1931,2783,70,Campobasso,TAVOLA_1931,
Catania,1931,4649,87,Catania,TAVOLA_1931,
Catanzaro,1931,4004,79,Catanzaro,TAVOLA_1931,
Chieti,1931,2691,69,Chieti,TAVOLA_1931,
Como,1931,3172,13,Como,TAVOLA_1931,
Cosenza,1931,3944,78,Cosenza,TAVOLA_1931,
Cremona,1931,2354,19,Cremona,TAVOLA_1931,
Cuneo,1931,4158,4,Cuneo,TAVOLA_1931,
Enna,1931,1476,,,TAVOLA_1931,
Ferrara,1931,2791,38,Ferrara,TAVOLA_1931,
Firenze,1931,5708,48,Firenze,TAVOLA_1931,
Fiume,1931,671,,,TAVOLA_1931,
Foggia,1931,3266,71,Foggia,TAVOLA_1931,
Forlì,1931,2917,40,Forlì,TAVOLA_1931,
Frosinone,1931,3287,,,TAVOLA_1931,
Genova,1931,4892,10,Genova,TAVOLA_1931,
Gorizia,1931,1090,,,TAVOLA_1931,
Grosseto,1931,1339,53,Grosseto,TAVOLA_1931,
Imperia,1931,982,8,Porto Maurizio,TAVOLA_1931,
La Spezia,1931,1445,,,TAVOLA_1931,
Lecce,1931,3353,75,Lecce,TAVOLA_1931,
Livorno,1931,1610,49,Livorno,TAVOLA_1931,
Lucca,1931,2328,46,Lucca,TAVOLA_1931,
Macerata,1931,1933,43,Macerata,TAVOLA_1931,
Mantova,1931,3021,20,Mantova,TAVOLA_1931,
Massa e Carrara,1931,1424,45,Massa e Carrara,TAVOLA_1931,
Matera,1931,1189,,,TAVOLA_1931,
Messina,1931,3777,83,Messina,TAVOLA_1931,
Milano,1931,14201,15,Milano,TAVOLA_1931,
Modena,1931,3301,36,Modena,TAVOLA_1931,
Napoli,1931,12522,63,Napoli,TAVOLA_1931,
Novara,1931,2771,3,Novara,TAVOLA_1931,
Nuoro,1931,1091,,,TAVOLA_1931,
Padova,1931,3955,28,Padova,TAVOLA_1931,
Palermo,1931,5453,82,Palermo,TAVOLA_1931,
Parma,1931,2373,34,Parma,TAVOLA_1931,
Pavia,1931,3379,18,Pavia,TAVOLA_1931,
Perugia,1931,3786,54,Umbria,TAVOLA_1931,
Pesaro e Urbino,1931,2290,41,Pesaro e Urbino,TAVOLA_1931,
Pescara,1931,1338,,,TAVOLA_1931,
Piacenza,1931,1806,33,Piacenza,TAVOLA_1931,
Pisa,1931,2432,50,Pisa,TAVOLA_1931,
Pistoia,1931,1608,,,TAVOLA_1931,
Pola,1931,1905,,,TAVOLA_1931,
Potenza,1931,2635,76,Potenza,TAVOLA_1931,
Ragusa,1931,1523,,,TAVOLA_1931,
Ravenna,1931,1905,39,Ravenna,TAVOLA_1931,
Reggio di Calabria,1931,3460,80,Reggio di Calabria,TAVOLA_1931,
Reggio nell'Emilia,1931,2473,35,Reggio nell'Emilia,TAVOLA_1931,
Rieti,1931,1117,,,TAVOLA_1931,
Roma,1931,10654,58,Roma,TAVOLA_1931,
Rovigo,1931,2357,29,Rovigo,TAVOLA_1931,
Salerno,1931,4102,65,Salerno,TAVOLA_1931,
Sassari,1931,1693,90,Sassari,TAVOLA_1931,
Savona,1931,1425,,,TAVOLA_1931,
Siena,1931,1928,52,Siena,TAVOLA_1931,
Siracusa,1931,1774,89,Siracusa,TAVOLA_1931,
Sondrio,1931,919,14,Sondrio,TAVOLA_1931,
Taranto,1931,1763,,,TAVOLA_1931,
Teramo,1931,1613,67,Teramo,TAVOLA_1931,
Terni,1931,1230,,,TAVOLA_1931,
Torino,1931,7254,1,Torino,TAVOLA_1931,
Trapani,1931,2238,81,Trapani,TAVOLA_1931,
Trento,1931,2054,,,TAVOLA_1931,
Treviso,1931,3353,26,Treviso,TAVOLA_1931,
Trieste,1931,2491,,,TAVOLA_1931,
Udine,1931,5099,30,Udine,TAVOLA_1931,
Varese,1931,2554,,,TAVOLA_1931,
Venezia,1931,3768,27,Venezia,TAVOLA_1931,
Vercelli,1931,2524,,,TAVOLA_1931,
Verona,1931,3867,23,Verona,TAVOLA_1931,
Vicenza,1931,3315,24,Vicenza,TAVOLA_1931,
Viterbo,1931,1625,,,TAVOLA_1931,
Zara,1931,139,,,TAVOLA_1931,
